caption,image_id,funny_score
Every pup deserves a treat today! #MakeADogsDay 🐾❤️,sonicdrivein_1340,0.0
Go find your own! #TotPants,sonicdrivein_1341,1.0
Thinking about shifting into fashion design tbh.,sonicdrivein_1342,1.0
Choose your WINNER! 🎮,sonicdrivein_1343,0.0
Tots on my mind. Tots on my ride. 🚗,sonicdrivein_1344,1.0
Who plans to hit the drive-in after the #hoco game? Tag your #SONICSquad!,sonicdrivein_1345,0.0
"We love this friend, be this friend. 🤙",sonicdrivein_1346,1.0
MUM’s the word! We take homecoming VERY seriously. #hoco,sonicdrivein_1347,0.0
Prepped for the week. HBU?,sonicdrivein_1348,0.0
Which one would you rock (‘n’ roll)? 😋,sonicdrivein_1349,0.0
Our OREO® A La Mode has NO bad angles. 📸: @eatingatx,sonicdrivein_1350,0.0
YOU can make a difference in classrooms by voting daily. Link in bio! 💯,sonicdrivein_1351,0.0
Workin’ 9 to 5 with a Tot break in between.,sonicdrivein_1352,0.0
"Tag yourself, I’m the Corn Dog.",sonicdrivein_1353,0.0
The drive-in crossover you’ve been waiting for. 🎥 🚗 🍿B,sonicdrivein_1354,0.0
⭕❌TIC TOT TOE! ⭕❌ We approve playing with your food.,sonicdrivein_1355,1.0
Did y’all know that Limeades for Learning is live? 🤠 Cast your vote to support the teacher projects of your choice,sonicdrivein_1356,0.0
"It’s FALL Y’ALL, and we’re FALLING for our Fair Faves! 🍂🍃",sonicdrivein_1357,1.0
"Seasons may change, but Tots are forever. Happy FALL! 🍂#Totumn",sonicdrivein_1358,0.5
Always crushin’ the Slush game!,sonicdrivein_1359,1.0
This pic will be ALL of us on 99¢ MOZZ STICKS DAY! ....Coming soon to a SONIC near you. 👀 📸: @saradelacerda_,sonicdrivein_1360,0.0
Putting the “W” in Ocean Water.,sonicdrivein_1361,1.0
Asking someone to homecoming with this bouquet = automatic YES.,sonicdrivein_1362,1.0
Pre-game homecoming with a Shake date!,sonicdrivein_1363,0.0
We’re rocking ‘Polka Tots’ all Fall/Winter. #Totumn,sonicdrivein_1364,0.0
Caught in the SONIC moMint!,sonicdrivein_1365,0.0
The beloved OREO® A La Mode is back‼️‼️ But not for long… 👀,sonicdrivein_1366,0.0
"A La 𝘴𝘭𝘰𝘸 Mode. 
The OREO® A La Mode just dropped... AGAIN. Get them before they’re ALL gone!",sonicdrivein_1367,0.0
A Totty Pack! Would you cop?,sonicdrivein_1368,0.5
#NationalCheeseburgerDay!!! 🍔🍔🍔🍔 Stop by the drive-in for some cheesy goodness. 📸:@eatplaycbus,sonicdrivein_1369,0.0
"I need all my SONIC girls at the Drive-In, we’re taking a group photo.",sonicdrivein_1370,1.0
This is an OREO® A La MOOD. Swing into SONIC to try our OREO® A La Mode. 😋 📸: @donutscookiesandcream,sonicdrivein_1371,0.0
Tastes a Tot like love.,sonicdrivein_1372,1.0
Tot. Tot. Hike!,sonicdrivein_1373,1.0
Rollin’ with SONIC.,sonicdrivein_1374,1.0
"BIG news out of our National Convention❗🗞️The @drpeppersonicgames champs have been announced, and the Rocky Tots take",sonicdrivein_1375,0.0
"You say “potato,” I say “Picasso.” Show us your Tot art! 🎨",sonicdrivein_1376,0.0
"Pick these Tots’ theme song. 1,2,3...GO!",sonicdrivein_1377,0.0
You: Cheese and crackers,sonicdrivein_1378,0.0
How much SONIC can you handle? 👐 📸: @madi.meals,sonicdrivein_1379,0.0
We only roll with the best. One of these talented Carhops will win the coveted SONIC Skate Off title! Who will it be?! 🤔,sonicdrivein_1380,0.0
Can’t stop thinking about 🅲🅾🆁🅽 🅳🅾🅶🆂!,sonicdrivein_1381,0.0
Giddy up if you wanna keep up with these Carhops! The SONIC Skate Off winner will be announced soon. Who will take home the 🏆?,sonicdrivein_1382,0.0
"Heading to work or heading to the Beach, Ocean Water is the PERFECT Labor Day sip. 🥤",sonicdrivein_1383,0.0
Back to school and packed all the essentials.,sonicdrivein_1384,1.0
Most important meal of the day... 🤪,sonicdrivein_1385,0.0
Ruff week? You know where to find us all weekend. 😉 📸: @meet_the_weenies,sonicdrivein_1386,0.0
We’re celebrating our furriest customers on #InternationalDogDay. 🐶,sonicdrivein_1387,0.0
SONIC Nights ends in 1 WEEK! 😮Make sure to save some room for dessert—your favorite late night treats are ½ Price until Labor Day! *Tax not included. See menu for details.,sonicdrivein_1388,0.0
#SONICNights are coming to a close! Stop in for ½ Price Shakes before Labor Day. 📸: @sammytripoli,sonicdrivein_1389,0.0
You’ve got 2 MORE WEEKS to shake up your summer at SONIC Nights! Get your favorite ½ Price treats before it’s too late! 🌙 *Tax not included. See menu for details.,sonicdrivein_1390,0.0
When you look away for just one second! Everyone wants to sip SONIC in this heat. ☀️ 📸: @tgifpup,sonicdrivein_1391,0.0
GOING FOR GOLD! 💪Congratulations to these 12 Drive-Ins that will go head to head for the championship title at the 2019 ,sonicdrivein_1392,0.0
HATS OFF TO OUR SKATE-OFF COMPETITORS 👏The most talented skating Carhops rolled their way right into our hearts with,sonicdrivein_1393,0.0
"Slide into SONIC with all your BFFs. All Shakes are 1/2 Price after 8pm! 🌙Skip the line and order ahead on the SONIC app. *Add-Ins cost extra. Excludes Combos, Wacky Pack® Kids Meals, Order Ahead, delivery and any other offers. Limited time only at participating SONIC® Drive-Ins. TM & ©2019 America’s Drive-In Brand Properties LLC",sonicdrivein_1394,0.0
When golden hour hits those tots juuuust right. 🤤#GoldenSONICHour 📸:@erikamarieinman,sonicdrivein_1395,0.0
Strawberry Cheesecake Shake for HALF PRICE? This is not a drill! 🚨After 8pm every night this summer we’re giving you,sonicdrivein_1396,0.0
"“WOOOOAH” IS RIGHT! 🤯 Made with one of the world’s hottest chili peppers, The Reaper Spicy Margarita is ready to bring the heat. 🌶️ Enjoy our newest Mocktail Slushes for 1/2 Price anytime when you order ahead on the SONIC app. #ReaperChallenge *Heat sensitive? Keep water close. See menu for Famous Slush pricing with Real Fruit. Get ½ Price Drinks and Slushes Every Time You Order Ahead in the SONIC App. Limited time only at participating SONIC® Drive-Ins. TM & ©2019 July America’s Drive-In Brand Properties LLC.",sonicdrivein_1397,0.0
"School is still out and SONIC is in! Our patios are open all summer long, come hang with us! ⛱️",sonicdrivein_1398,0.0
"Shake up those lazy summer nights with something sweet!!! 😜 Hit the drive-in after 8pm for 1/2 Price Shakes! We’ve got a variety of Real Ice Cream Shakes you must try! 🍓🍌🍒 Skip the line and order ahead on the SONIC app.
.
. *Add-Ins cost extra. Excludes Combos, Wacky Pack® Kids Meals, Order Ahead, delivery and any other offers. Limited time only at participating SONIC® Drive-Ins. TM & ©2019 America’s Drive-In Brand Properties LLC",sonicdrivein_1399,0.0
Double down on the weekend. 🍔🍔.,sonicdrivein_1400,0.0
"First comes the sweet, then comes the heat! 😛Can you handle a Reaper Spicy Margarita? A blend of Carolina Reaper pepper and fresh lime. Get ready to supercharge your summer! 🍹#ReaperChallenge *Heat sensitive? Keep water close. See menu for Famous Slush pricing with Real Fruit. Limited time only at participating SONIC® Drive-Ins. TM & ©2019 July America’s Drive-In Brand Properties LLC.",sonicdrivein_1401,0.0
Bliss.🙌 📸: @hanksfamilylife,sonicdrivein_1402,0.0
"You say Wednesday, we say #PinaColadaDay! 🍍🥥🍹 We've got boozeless Piña Colada Slushes waiting for you at the drive-in.",sonicdrivein_1403,0.0
We call this one the “Spicy Cha-Cha!” Our newest Reaper Spicy Margarita is packed with flavor ready to make your tastebuds dance. 💃 Add a kick to your summer and join in on the #ReaperChallenge. *Heat sensitive? Keep water close. See menu for Famous Slush pricing with Real Fruit. Limited time only at participating SONIC® Drive-Ins. TM & ©2019 July America’s Drive-In Brand Properties LLC.,sonicdrivein_1404,0.0
Introducing The Reaper Spicy Margarita Mocktail Slush! It’s made with the 🔥🔥🔥Carolina Reaper pepper—one of the world’s HOTTEST chili peppers! Try the new Slush and tag your reaction with #ReaperChallenge! *Heat sensitive? Keep water close. See menu for Famous Slush pricing with Real Fruit. Limited time only at participating SONIC® Drive-Ins. TM & ©2019 July America’s Drive-In Brand Properties LLC.,sonicdrivein_1405,0.0
Sip and celebrate! It’s almost 7/1—AKA the start of our SPICY summer! #SpicySONICSurprise,sonicdrivein_1406,0.0
It’s bold. It’s bright. It burns? 😆Find out the reason for this face on 7/1! #SpicySONICSurprise,sonicdrivein_1407,0.0
This is the spicy pucker face. 😜 See what face you make when you try our spiciest flavor yet! #SpicySONICSurprise,sonicdrivein_1408,0.0
So hot it will make you blush! See if you can hang on 7/1. ☺️#SpicySONICSurprise,sonicdrivein_1409,0.0
When that spice hits! 😵 See if you have what it takes to handle the heat! #SpicySONICSurprise,sonicdrivein_1410,0.0
"Our latest concoction will make you 😅! New heat drops on 7/1, and it’s not for the faint of heart. #SpicySONICSurprise",sonicdrivein_1411,0.0
How hot is too hot? 😅 See how much spicy you can handle on 7/1! #SpicySONICSurprise,sonicdrivein_1412,0.0
Did someone call the 🚒🚒🚒 because this mouth is on FIRE!? #SpicySONICSurprise,sonicdrivein_1413,0.0
WOW WOW WOW! See what has her making this face when we drop some 🔥🔥🔥on 7/1! #SpicySONICSurprise,sonicdrivein_1414,0.0
The good times keep stacking up at the drive-in. Sandwich a little SONIC between all your summer fun. 🤠,sonicdrivein_1415,0.0
Add a little Red Bull® groove to our classic Cherry Limeade Slush. 🕺,sonicdrivein_1416,0.0
Welcome the summer solstice with us on our ~cool~ patio with your favorite friend and a sweet Slush. ☀️ 📸:,sonicdrivein_1417,0.0
"CHEERS to the magical taste of our 🔥 Red Bull® Slush. 
P.S. Comes in Cherry Limeade flavor, too! 🍒🍒🍒",sonicdrivein_1418,0.0
"Chris and Amanda ❤️ SONIC so much, they got matching peppermint tattoos! ",sonicdrivein_1419,0.0
Mix up your summer vibes with a new beat. Try out the Red Bull Slush® or add some Red Bull® wiiings to the go-to Cherry Limeade Slush.,sonicdrivein_1420,0.0
Good things come in twos. 👭👬#,sonicdrivein_1421,0.0
Tag your SONIC Summer Crew! 👇#NationalBestFriendDay,sonicdrivein_1422,0.0
"What’s your flavor? Red Bull® Slush, Cherry Limeade Red Bull® Slush or do you sip straight from the can? 🤔👐",sonicdrivein_1423,0.0
Love at first bite. #SONICNights is the real deal! ❤️,sonicdrivein_1424,0.0
Cater your car with the drive-in classics. Are you team Tots or Fries? 🤔 📸: @ajfoodposts,sonicdrivein_1425,0.0
"Unforgettable #SONICNights pair best with cookies and ice cream! Grab your friends, grab your mom, and grab your keys because you’re gonna wanna bite of these Ice Cream Cookie Sandwiches. 😋",sonicdrivein_1426,0.0
"#SONICNights are even better with your friends, who are you bringing to the drive-in this weekend? 😄 📸:",sonicdrivein_1427,0.0
Have you tried our 🆕collab with Red Bull® ? ⚡ We’ve added some wiiings to our Cherry Limeade Slush and it’s 🔥.,sonicdrivein_1428,0.0
"Summer is COMING! ☀️It’s peak Slush season, what’s your favorite summer sip at the drive-in? 🥤 📸: @jaclynnnbrooke",sonicdrivein_1429,0.0
"We’ve got a Red Bull® drink for every groove. Try the NEW Red Bull® Slush, Cherry Limeade Red Bull® Slush or sip",sonicdrivein_1430,0.0
If you haven’t tried our Ice Cream Cookie Sandwiches with REAL Ice Cream then you need to get to #SONICNights! They’re,sonicdrivein_1431,0.0
"Call your mom or bring her a treat, either one is just as sweet! ☺️Happy Mother’s Day to every mom, we appreciate you! ❤️",sonicdrivein_1432,0.0
🤤🤤We just keep coming back for more! These Ice Cream Cookie Sandwiches are the real DEAL. Stop by #SONICNights to find your favorite. 🍪,sonicdrivein_1433,0.0
Red Bull®. Refresh. Roll out. 🤘,sonicdrivein_1434,0.0
Introducing the freshest collab—the NEW @RedBull Slush and Cherry Limeade Red Bull® Slush! It’s the ultimate cool down before you step up. 👐,sonicdrivein_1435,0.0
Only 1 MORE DAY!  Get ready to refresh on another level! 🆒🥤👐,sonicdrivein_1436,0.0
More flavor. More icy coolness. Only 2 more days‼️,sonicdrivein_1437,0.0
T-minus 3 days❗,sonicdrivein_1438,0.0
"Red Bull Slushes, OREO, and Chocolate Chip Ice Cream Sandwiches. Yep, we served them all at the SONIC x Moschino party!",sonicdrivein_1439,0.0
Mustard vs. Ketchup! Which is the superior Corn Dog topper? 🤔 📸: @mikesjunkfoods,sonicdrivein_1440,0.0
"Oh hey there! You are a 🌟! And just for that, we think you deserve something SWEET!",sonicdrivein_1441,0.0
Don’t worry about what anyone thinks. Just be yourself! This message brought to you by the 100% Real Ice Cream used in,sonicdrivein_1442,0.0
Your week is looking BRIGHT! ☀️Just like these cherry-topped shakes. Don’t miss out on the sweetness that just dropped,sonicdrivein_1443,0.0
"You are amazing! ❤️(And yes, this is a photo of an  OREO® Peanut Butter Master Shake and Ice Cream Cookie Sandwich—which",sonicdrivein_1444,0.0
Hey there! Keep shining. ✨Just like this OREO® Cookie Sandwich with Real Ice Cream. 😉,sonicdrivein_1445,0.0
We’re about to drop A LOT of sweetness on your feed today! And you know what? YOU DESERVE IT! -,sonicdrivein_1446,0.0
A sweet reminder. 😌,sonicdrivein_1447,0.0
"Look at this pup, and try not to smile… 😉",sonicdrivein_1448,0.0
Don’t you forget. 💪,sonicdrivein_1449,0.0
Just wanted to sweeten your timeline a tad. 🐶,sonicdrivein_1450,0.0
We only speak the truth. 😁,sonicdrivein_1451,0.0
Work is more fun with friends. 🙌 We’re looking for new team members to join our crew! Check out jobs.sonicdrivein.com,sonicdrivein_1452,0.0
Don’t wait ‘till the last minute! The OREO Waffle Cone is here until the end of March. Get in on the sweet goodness,sonicdrivein_1453,0.0
"No, you’re not dreaming—  this ooey-gooey, Double Stuf OREO Waffle Cone from SONIC is real and DELICIOUS. Swing by SONIC",sonicdrivein_1454,0.0
Think happy tots. It’s #InternationalDayOfHappiness 😊,sonicdrivein_1455,0.5
TEAMWORK ON 3! Check out jobs.sonicdrivein.com to learn how you can join our crew. 🙌,sonicdrivein_1456,0.0
🍀Try your luck at a SONIC today! 😉,sonicdrivein_1457,0.0
Grab your friends and head to the drive-in because it’s finally the WEEKEND! 🤩 📸: @kkphotoss,sonicdrivein_1458,0.0
SONIC summertime dreaming. 💭Are you ready for some summer sun at the drive-in? ☀️ 📸: @xoaleeeee,sonicdrivein_1459,0.0
Cheers to Friday! 🥤What SONIC treat are you having this weekend?,sonicdrivein_1460,0.0
Our family is looking for extra smiling faces! Check out jobs.sonicdrivein.com to learn more about how to join our team.,sonicdrivein_1461,0.0
When you look down and realize you ate all your SONIC ice within 30 seconds… 📸 @sydbrouswill,sonicdrivein_1462,1.0
Wishing you a day of sweetness! Which one of our treats do you ❤️ most?,sonicdrivein_1463,0.0
"Jason and Cara ended their wedding night at the drive-in with Sweet Teas! Now that is SWEET love. 😉

Do you have a SONIC Sweet Love Story? Tell us about it!",sonicdrivein_1464,0.0
"“Hold my drink, this is MY song!” What’s your #1 song to listen to at the drive-in? 🚘🎶 📸: @aubreysatticco",sonicdrivein_1465,0.0
We’re looking for SONIC lovers to join the team! Check out jobs.sonicdrivein.com to learn more.,sonicdrivein_1466,0.0
Can’t go wrong with a classic. 🍒😀 📸: @edibleokc,sonicdrivein_1467,0.0
"When you can’t decide between the two, just get BOTH! What are your favorite toppings to mix n’ match? 🍫🍪 📸:",sonicdrivein_1468,0.0
Easy peasy chili cheesy when you order ahead with the SONIC app. 📲🌭 📸 @thisjenngirl,sonicdrivein_1469,0.0
Every hour is happy hour when you order with our App. 😎,sonicdrivein_1470,0.0
All of the late night laughter and SONIC runs with friends made for one memorable year. Thank you for choosing SONIC,sonicdrivein_1471,0.0
Oh. My. MOZZZZZZ! 🤤 📸: @hungryinphoenix,sonicdrivein_1472,0.0
Drinks on Mom this time! 😉Tag your Happy Hour Crew! 🥤🥤📸:,sonicdrivein_1473,0.0
"We did it for you! Order Ahead in the app, and get ½ Price Drinks and Slushes EVERY TIME.",sonicdrivein_1474,0.0
"THIS 👏IS 👏NOT 👏A 👏DRILL! Get ½ Price Drinks and Slushes when you Order Ahead in SONIC app. It’s too easy!

Check out the full video on our IGTV, where @keithhabs tries all the drinks!",sonicdrivein_1475,0.0
We’re so thankful for all you SONIC lovers out there. Tag your drive-in bestie to tell them you’re grateful for them,sonicdrivein_1476,0.0
"Okay, who DIDN’T do this as a kid? 🤔
.
Now you can get your favorite Drinks and Slushes ½ Price when you Order Ahead in the app.",sonicdrivein_1477,0.0
Looks like someone didn't use the Sonic App to order a Coke Zero Sugar for Happy Hour.,sonicdrivein_1478,1.0
Get your favorite Coca-Cola Drinks and Slushes for ½ price just in time for the game – it’s Happy Hour Any Time when you order in the SONIC App! Download link in bio.,sonicdrivein_1479,0.0
"We all know that feeling! 😃
.
Get your favorite Drinks and Slushes ½ Price when you Order Ahead in the SONIC app.",sonicdrivein_1480,0.0
🔊 🔊 We’re pumped for National #HappyHourDay! Get ½ Price Drinks and Slushes ALL DAY when your order in our app!,sonicdrivein_1481,0.0
"HELLO! It’s National #HappyHourDay, and we’ve got ½ Price Drinks & Slushes ALL DAY when you order ahead in our app!",sonicdrivein_1482,0.0
"When you drink your Slush too fast! 😆
.
Drinks and Slushes are ½ Price ALL DAY when you Order Ahead in the SONIC app.",sonicdrivein_1483,0.0
"That feeling when you check-in at the stall, and your Carhop is on the way! 😀
.
Get ½ Price Drinks and Slushes when you Order Ahead in the SONIC app.",sonicdrivein_1484,0.0
Some Fridays call for a photoshoot. Some Fridays call for SONIC. The best Fridays call for both! #FridayFeeling,sonicdrivein_1485,0.0
"Raise your hand if you love our Candy Slushes 🙌
Now you can get your favorite Drinks and Slushes ½ Price when you Order Ahead in the SONIC app!",sonicdrivein_1486,0.0
Now that’s the Halloween spirit! Cruise to the drive-in today to grab 50¢ Corn Dogs for the whole family! Costumes,sonicdrivein_1487,0.0
There’s nothing like SONIC ice and your favorite fountain drink 😎 Tag a friend who’s OBSESSED with our ice.,sonicdrivein_1488,0.0
"⭐️WOW⭐️ Our new Order Ahead feature is so easy! Get ½ Price Drinks and Slushes when you order with the SONIC app.

Check out the full video on our IGTV, where @keithhabs tries all the drinks!",sonicdrivein_1489,0.0
Share a smile and a vote to support a teacher project during SONIC’s Fall Voting campaign. We’re donating $1 million and,sonicdrivein_1490,0.0
Smiles all around for this SONIC squad! Tag your friends that are obsessed with SONIC happy hour!,sonicdrivein_1491,0.0
Get ½ Price Drinks and Slushes when you Order Ahead in the SONIC app. Think of all the options! 😍,sonicdrivein_1492,0.0
"This month, we’re donating $1 million and giving our fans the opportunity to help SONIC decide where it goes! 📚✏️To",sonicdrivein_1493,0.0
"What’s sweeter, her smile or the Double Stuf OREO Waffle Cone? We think it’s a tie! Drop a🍦if you’re obsessed with our",sonicdrivein_1494,0.0
"Help SONIC give teachers a high-five 🖐, and $1 million! This month SONIC is making a $1 million donation to fund public ",sonicdrivein_1495,0.0
"Congrats on your tiny tot, @southernlysplendid. We can’t wait to welcome this SONIC baby at the drive-in!",sonicdrivein_1496,0.0
Get your favorite @cocacola Drinks and Slushes for ½ price just in time for the game like Lee Corso – it’s Happy Hour,sonicdrivein_1497,0.0
"Make that two, please! Swing by SONIC to satisfy your tastebuds with our newest sweet treat, the Double Stuf OREO Waffle",sonicdrivein_1498,0.0
How can you say no to a pup cup when your pawtner in crime looks at you like this? 🐶 ❤️,sonicdrivein_1499,0.0
"There’s no such thing as too many cherries when it comes to a cherry limeade, right? Right! Tag a friend that’s OBSESSED",sonicdrivein_1500,0.0
"What’s new, cool, and made with OREO goodness and SONIC’s Real Ice Cream? The fan favorite Double Stuf OREO Cone of",sonicdrivein_1501,0.0
"You: “Mom, can we go to SONIC?”",sonicdrivein_1502,1.0
The best day of the week is FRY-DAY! 🍟😀Tag that friend who always steals your fries. 📸 @dallaspartyof2,sonicdrivein_1503,0.0
"Look at this view 😍💯...oh, the lake looks nice too! What SONIC drink are you sippin’ on today?.",sonicdrivein_1504,0.0
"This team of baseball players is the epitome of #squadgoals. After they play a home game, they hop in the back of their teammate’s truck and open the tailgate to hang out at their local SONIC in Tonganoxie. ⚾️ Is there anything better than SONIC Summer Nights with your team and a Strawberry Milkshake in hand? 🤔#MySonicSummer",sonicdrivein_1505,0.0
"Thomas and Caleb are best friends and BMX bikers. After a night on the track, they like to cool off at SONIC to hang out and drink shakes. They recall a specific time when they talked late into the night of their Texas SONIC drive-in, and have been brothers ever since! ✊✊ SONIC Summer Nights = the unofficial best friend spot to catch up on life. 🙌#MySonicSummer",sonicdrivein_1506,0.0
"The Tonganoxie Cheer Team glistens with school spirit! You can find this squad stepping from the court to camp in the summertime. They even do an annual fundraiser at their local Kansas SONIC where they get to be Carhops for a night! 📣 
When school  is out, the crew hangs at SONIC Summer Nights for ½ price shakes, floats and ice cream slushes after 8PM. ⭐️ #MySonicSummer",sonicdrivein_1507,0.0
Mood when you find out your crew is heading to SONIC for our FLISPY tenders. Hurry in and try our $3.99 Crispy Tender Dinner!,sonicdrivein_1508,0.0
Our mouthwatering Signature Sauce is the perfect pairing to our Crispy Chicken Tenders. Swing by tonight to enjoy our Crispy Tender Dinner for only $3.99! 😛,sonicdrivein_1509,0.0
This is not a drill. Our NEW $3.99 Crispy Tender Dinner is shockingly good. The tenders are flavorful AND crispy. They’re FLISPY!,sonicdrivein_1510,0.0
"We don’t speak dog, but we’re pretty sure he’s talking about our NEW FLISPY tenders. Try our $3.99 Crispy Tender Dinner at your local SONIC!",sonicdrivein_1511,0.0
"Henry is a rescue dog who LOVES Sonic. 🐶He comes every day with Kay and Glenda who have been best friends since high school! They’re regulars at their Pearland drive-in, and even the Carhops look forward to seeing this little guy when the ladies roll up to order their favorites. 
Their usual order? An Ice Cream Fanta Float and a Chocolate Shake with two cherries.🍒Swing by SONIC Summer Nights for ½ price treats after 8PM! #MySonicSummer",sonicdrivein_1512,0.0
"Just your typical SONIC fam in Texas! 👭🐐🐐Jennifer brings her twin pygmy goats along when she heads to SONIC Summer Nights with her daughter Ashley to get a lil treat.

Fun Fact: Jennifer was a Carhop for 11 years! When it was her daughter’s turn for her first job, guess where she started...SONIC of course! 💞#MySonicSummer",sonicdrivein_1513,0.0
"Not your average SONIC ride. 😏 These five stablemates bring the horse power on their urban trail rides through Arizona! 🐴 Then the crew cools down at SONIC Summer Nights with ½ price treats. They even order just like the rest of us while parked at the ""ride-in."" 😉 #MySonicSummer",sonicdrivein_1514,0.0
Guard your FLISPY tenders! Stop by SONIC and snag our NEW $3.99 Crispy Tender Dinner for #NationalFriedChickenDay. 👀,sonicdrivein_1515,0.0
Tenders and fireworks? 🎇🎆Sign. Us. Up. Try our NEW $3.99 Crispy Tender Dinner today!,sonicdrivein_1516,0.0
That look is straight 🔥 just like our $3.99 Crispy Tender Dinner. It’s filled with FLISPY tenders that are flavorful,sonicdrivein_1517,0.0
"This bubbly Texas trio has worked at a summer camp together for years! ⛺️🌲Jerilyn, Lauren and Taylor also have a shared late night camp tradition: a secret SONIC run for shakes and mozz sticks! 😉

Trust these ladies— after weeks on a campground, a chocolate shake tastes heavenly! Enjoy ½ price shakes after 8PM at SONIC Summer Nights. #MySonicSummer",sonicdrivein_1518,0.0
"SONIC Summer Nights are for improvising in the parking lot! 🎶Trinity and Savannah from the Tonganoxie High School Band make music and memories over floats and shakes at their local drive-in. 🎷

Take it from this Kansas duo and roll step over to SONIC at 8PM to enjoy ½ price treats tonight! #MySonicSummer",sonicdrivein_1519,0.0
These Chieftain Stars dancers are the life of the party! 🙌 You can find Kansas girls Harlei and Ally practicing their routines at SONIC Summer Nights while enjoying their favorite treat—a Peanut Butter Shake! #MySonicSummer,sonicdrivein_1520,0.0
Let’s just take a minute to enjoy this beautiful moment. She just discovered what FLISPY means. Now go tell your crew about our NEW flavorful and crispy $3.99 Crispy Tender Dinner.,sonicdrivein_1521,0.0
She’s got it figured out. Our NEW flispy tenders are worthy of a wow. Come try a $3.99 Crispy Tender Dinner at your local SONIC!,sonicdrivein_1522,0.0
"When @jbrownphotos_  shoots on a warm Dallas night, he won’t pass up a classic shake. 😋He’s currently exploring his craft 📸 and has used SONIC Summer Nights as inspiration for a recent photoshoot. Cheers to many more, Jalon! #MySonicSummer",sonicdrivein_1523,0.0
".@Cam1ren has an eye for photography (and our 1/2 price Ice Cream Slushes 😉) so it was only natural that he chose our drive-in to shoot a series of striking sunset portraits.

Take it from this Phoenix photographer and make SONIC Summer Nights your next backdrop! 📷#MySonicSummer",sonicdrivein_1524,0.0
We’re so excited about our NEW $3.99 Crispy Tender Dinner we enlisted our friend @keithhabs to spread the word (literally) about the new FLISPY chicken tenders. Grab your fellow tender lovers and try them for yourself at SONIC!,sonicdrivein_1525,0.0
"Say hello to @obislens ! ✋👋✋👋 He’s a talented photographer (and soon-to-be chemical engineer) who ❤️’s SONIC. He even captured some of his latest photos at SONIC Summer Nights! 
When he’s not snapping pics, you can find this Texan satisfying his sweet tooth at SONIC.
#MySonicSummer",sonicdrivein_1526,0.0
Can your car do this? 😏 The Correa family just one-upped the competition with this ride. You can find these Phoenix kids enjoying their favorite 1/2 price treats while their dad hits the switch of his lowrider with hydraulics! 👧👦 #MySonicSummer,sonicdrivein_1527,0.0
"Rev your engines because the @fayetteville_z_club is ready to roll out! 🚘 This import car club takes their meetups to SONIC Summer Nights to show off their rides while sipping on 1/2 price floats. 😋
-
The eclectic bunch is made up of active military members and even moms who all share a ❤️of car culture. #MySonicSummer",sonicdrivein_1528,0.0
The Intruders Car Club likes their cars low and the temperatures high. 🔥 You can find this Arizona crew of lowrider bombs and car-lovers refueling at SONIC Summer Nights with 1/2 price shakes before they go cruise the streets of Tolleson! 🚗 🌵 #MySonicSummer,sonicdrivein_1529,0.0
"When the weather heats up, the chill vibes reach 💯 . You might come to SONIC Summer Nights for a ½ price shake after",sonicdrivein_1530,0.0
Hats off to all the new graduates! 🎓Celebrate your success at SONIC with a Route 44 that’s well-deserved! 📸: @imsupa_cat,sonicdrivein_1531,0.0
"Whether it’s extra cherries in your Cherry Limeade or Nerds in your Ocean Water, there’s 1.3 million ways to make your",sonicdrivein_1532,0.0
Swing by SONIC for some mozz sticks so good they’ll make you say “CHEEEEESE.” 😀🧀 📸: @pearlleeannphoto,sonicdrivein_1533,0.0
"Whether it’s a SONIC Cheeseburger or our NEW Cookie Jar Shakes, make sure you eat your heart out on National Eat What",sonicdrivein_1534,0.0
The only thing sweeter than SONIC’s real ice cream treats are friends to share it with. Stop by SONIC for 1/2 price,sonicdrivein_1535,0.0
The future looks bright for this SONIC-loving senior! #Classof2018 🎓😎 📸Payton Tyler,sonicdrivein_1536,0.0
The perks of swinging by SONIC for an afternoon treat: capturing that 🔥golden hour shot. 📸@cam1ren,sonicdrivein_1537,0.0
Talk about dinner goals. What’s in your ideal SONIC dinner spread? 📸@swaveyhippy.,sonicdrivein_1538,0.0
Rocking that Friday lewk at SONIC. 😎 📸@thejitana,sonicdrivein_1539,0.0
Trips to SONIC are better with your best friend! 🐶 Tag your SONIC passenger paw-tner! 📸 @woofwooflouie,sonicdrivein_1540,0.0
From every shared shake to stolen bite—you gotta admit you can’t live without them! Happy #NationalSiblingsDay from our,sonicdrivein_1541,0.0
A flavor for every taste. 🍇🍉🍊🍏What’s your SONIC Nights combination? 📷: @ecookphoto,sonicdrivein_1542,0.0
"She was one of the first customers to try to our new Signature Slinger, and her smile says it all! 😀",sonicdrivein_1543,0.0
A beautiful vision of #TaterLove. How will you celebrate #NationalTaterDay? ❤️,sonicdrivein_1544,0.0
Make a sTOTment with this modern and elegant accent. #TaterLove 💐,sonicdrivein_1545,0.0
I tot you’d never ask! 😉💍 #TaterLove H,sonicdrivein_1546,1.0
"We can't imagine a more perfect backdrop for SONIC Nights. 😍🌅Grab your squad and roll through for our best Nights yet, w",sonicdrivein_1547,0.0
Back from spreading some SONIC love in NYC. ❤️ 🍔Take a look at these snaps from our Signature Slinger food truck launch!,sonicdrivein_1548,0.0
